uuid,role_scope,district_id,district_name,honorific,first_name,last_name,standard_role,specific_title,party_name,date_elected,next_election,phone,email,website,photo_url,source_url,last_verified
6473a7d6-6b0b-5580-b4cf-a4d9e294a1a3,district,11,University-Rosedale,,Dianne,Saxe,representative,City Councillor,,,,416-392-4009,Councillor_Saxe@toronto.ca,https://www.toronto.ca/city-government/council/members-of-council/councillor-ward-11/,https://www.toronto.ca/wp-content/uploads/2022/11/981d-Cllr-Saxe-web.jpg,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/27aa4651-4548-4e57-bf00-53a346931251/resource/dea217a2-f7c1-4e62-aec1-48fffaad1170/download/2022-2026-elected-officials-contact-info.csv,2026-05-24
e572c3ea-d302-51f7-bc24-055a26b3f920,district,12,Toronto-St. Paul's,,Josh,Matlow,representative,City Councillor,,,,416-392-7906,councillor_matlow@toronto.ca,https://www.toronto.ca/city-government/council/members-of-council/councillor-ward-12/,https://www.toronto.ca/wp-content/uploads/2022/12/9504-9808-jmatlow-web.jpg,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/27aa4651-4548-4e57-bf00-53a346931251/resource/dea217a2-f7c1-4e62-aec1-48fffaad1170/download/2022-2026-elected-officials-contact-info.csv,2026-05-24
d82e2e04-9823-503c-a4a0-8ce7351561da,district,13,Toronto Centre,,Chris,Moise,representative,City Councillor,,,,416-392-7903,Councillor_Moise@toronto.ca,https://www.toronto.ca/city-government/council/members-of-council/councillor-ward-13/,https://www.toronto.ca/wp-content/uploads/2022/11/981c-Cllr-Moise-web.jpg,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/27aa4651-4548-4e57-bf00-53a346931251/resource/dea217a2-f7c1-4e62-aec1-48fffaad1170/download/2022-2026-elected-officials-contact-info.csv,2026-05-24
ee54a687-edd6-5621-a037-690fe43c6711,district,14,Toronto-Danforth,,Paula,Fletcher,representative,City Councillor,,,,416-392-4060,councillor_fletcher@toronto.ca,https://www.toronto.ca/city-government/council/members-of-council/councillor-ward-14/,https://www.toronto.ca/wp-content/uploads/2022/11/910e-Cllr-Fletcher-web.jpg,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/27aa4651-4548-4e57-bf00-53a346931251/resource/dea217a2-f7c1-4e62-aec1-48fffaad1170/download/2022-2026-elected-officials-contact-info.csv,2026-05-24
a25b76f4-c4a9-53b4-8074-8c657d68a952,district,15,Don Valley West,,Rachel,Chernos Lin,representative,City Councillor,,,,416-395-6408,Councillor_ChernosLin@toronto.ca,https://www.toronto.ca/city-government/council/members-of-council/councillor-ward-15/,https://www.toronto.ca/wp-content/uploads/2024/11/9882-2423595CouncillorRachelChernosLin-350x437.jpg,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/27aa4651-4548-4e57-bf00-53a346931251/resource/dea217a2-f7c1-4e62-aec1-48fffaad1170/download/2022-2026-elected-officials-contact-info.csv,2026-05-24
d3ecd2f1-9cc9-5fee-9b93-f9ff0fb95ae0,district,16,Don Valley East,,Jon,Burnside,representative,City Councillor,,,,416-397-9256,Councillor_Burnside@toronto.ca,https://www.toronto.ca/city-government/council/members-of-council/councillor-ward-16/,https://www.toronto.ca/wp-content/uploads/2022/11/9923-Cllr-Burnside-web.jpg,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/27aa4651-4548-4e57-bf00-53a346931251/resource/dea217a2-f7c1-4e62-aec1-48fffaad1170/download/2022-2026-elected-officials-contact-info.csv,2026-05-24
a46517d5-ec64-5a2d-9fb6-4bd5267c05fb,district,17,Don Valley North,,Shelley,Carroll,representative,City Councillor,,,,416-338-2650,councillor_carroll@toronto.ca,https://www.toronto.ca/city-government/council/members-of-council/councillor-ward-17/,https://www.toronto.ca/wp-content/uploads/2022/12/8e12-Cllr-Carroll-web.jpg,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/27aa4651-4548-4e57-bf00-53a346931251/resource/dea217a2-f7c1-4e62-aec1-48fffaad1170/download/2022-2026-elected-officials-contact-info.csv,2026-05-24
720f8a8c-afa0-5237-9fc6-1b648091df6c,district,18,Willowdale,,Lily,Cheng,representative,City Councillor,,,,416-395-6411,Councillor_Cheng@toronto.ca,https://www.toronto.ca/city-government/council/members-of-council/councillor-ward-18/,https://www.toronto.ca/wp-content/uploads/2022/11/910c-Cllr-Cheng-web.jpg,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/27aa4651-4548-4e57-bf00-53a346931251/resource/dea217a2-f7c1-4e62-aec1-48fffaad1170/download/2022-2026-elected-officials-contact-info.csv,2026-05-24
eb3898a9-30b0-566f-b4ad-986ef937ed65,district,19,Beaches-East York,,Brad,Bradford,representative,City Councillor,,,,416-338-2755,councillor_bradford@toronto.ca,https://www.toronto.ca/city-government/council/members-of-council/councillor-ward-19/,https://www.toronto.ca/wp-content/uploads/2022/11/973a-Cllr-Bradford-web.jpg,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/27aa4651-4548-4e57-bf00-53a346931251/resource/dea217a2-f7c1-4e62-aec1-48fffaad1170/download/2022-2026-elected-officials-contact-info.csv,2026-05-24
eb606759-cabb-5b03-95a3-be60fe5a2785,district,20,Scarborough Southwest,,Parthi,Kandavel,representative,City Councillor,,,,416-392-4052,Councillor_Kandavel@toronto.ca,https://www.toronto.ca/city-government/council/members-of-council/councillor-ward-20/,https://www.toronto.ca/wp-content/uploads/2024/01/9555-2320261W20CouncillorParthiKandavel-350x438.jpg,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/27aa4651-4548-4e57-bf00-53a346931251/resource/dea217a2-f7c1-4e62-aec1-48fffaad1170/download/2022-2026-elected-officials-contact-info.csv,2026-05-24
5550354b-392e-5f84-8ce2-93263e995e32,district,21,Scarborough Centre,,Michael,Thompson,representative,City Councillor,,,,416-397-9274,councillor_thompson@toronto.ca,https://www.toronto.ca/city-government/council/members-of-council/councillor-ward-21/,https://www.toronto.ca/wp-content/uploads/2022/11/9182-Cllr-Thompson-web.jpg,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/27aa4651-4548-4e57-bf00-53a346931251/resource/dea217a2-f7c1-4e62-aec1-48fffaad1170/download/2022-2026-elected-officials-contact-info.csv,2026-05-24
e90685b8-7c37-5c40-b548-b5da90dd9f1d,district,22,Scarborough-Agincourt,,Nick,Mantas,representative,City Councillor,,,,416-392-1374,councillor_mantas@toronto.ca,https://www.toronto.ca/city-government/council/members-of-council/councillor-ward-22/,https://www.toronto.ca/wp-content/uploads/2022/11/99bb-Cllr-Mantas-web.jpg,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/27aa4651-4548-4e57-bf00-53a346931251/resource/dea217a2-f7c1-4e62-aec1-48fffaad1170/download/2022-2026-elected-officials-contact-info.csv,2026-05-24
6e20d0ea-4c16-5410-b4dd-00ce6a3d6900,district,23,Scarborough North,,Jamaal,Myers,representative,City Councillor,,,,416-338-2858,Councillor_Myers@toronto.ca,https://www.toronto.ca/city-government/council/members-of-council/councillor-ward-23/,https://www.toronto.ca/wp-content/uploads/2022/11/9017-Cllr-Myers-web.jpg,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/27aa4651-4548-4e57-bf00-53a346931251/resource/dea217a2-f7c1-4e62-aec1-48fffaad1170/download/2022-2026-elected-officials-contact-info.csv,2026-05-24
ceaee8bd-e7b3-5038-8e35-77bab3cd564a,district,24,Scarborough East,,Paul,Ainslie,representative,City Councillor,,,,416-392-4008,councillor_ainslie@toronto.ca,https://www.toronto.ca/city-government/council/members-of-council/councillor-ward-24/,https://www.toronto.ca/wp-content/uploads/2022/11/98fc-Cllr-Ainslie-web.jpg,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/27aa4651-4548-4e57-bf00-53a346931251/resource/dea217a2-f7c1-4e62-aec1-48fffaad1170/download/2022-2026-elected-officials-contact-info.csv,2026-05-24
aea95e68-8470-5850-8998-952e6c986897,district,25,Scarborough-Rouge Park,,Neethan,Shan,representative,City Councillor,,,,416-338-3771,Councillor_Shan@toronto.ca,https://www.toronto.ca/city-government/council/members-of-council/councillor-ward-25/,https://www.toronto.ca/wp-content/uploads/2025/10/95a8-252596918-Councillor-Neethan-Shan-350x438.jpg,https://ckan0.cf.opendata.inter.prod-toronto.ca/dataset/27aa4651-4548-4e57-bf00-53a346931251/resource/dea217a2-f7c1-4e62-aec1-48fffaad1170/download/2022-2026-elected-officials-contact-info.csv,2026-05-24
d594ac3e-d604-5ed5-9704-1780394057e1,role,,,,Olivia,Chow,executive,Mayor,,,,416-397-2489,mayor_chow@toronto.ca,https://www.toronto.ca/city-government/council/office-of-the-mayor/,https://www.toronto.ca/wp-content/uploads/2023/07/964c-Olivia-Chow-Photo-1024x683.jpg,https://www.toronto.ca/city-government/council/office-of-the-mayor/about-mayor/,2026-05-24
