uuid,role_scope,district_id,district_name,honorific,first_name,last_name,standard_role,specific_title,party_name,date_elected,next_election,phone,email,website,photo_url,source_url,last_verified
37e32f73-622b-5130-9824-cdf5d2f93150,district,11,Beacon Hill-Cyrville,,Tim,Tierney,representative,City Councillor,,,,613-580-2481,Tim.Tierney@ottawa.ca,https://ottawa.ca/en/city-hall/mayor-and-city-councillors/tim-tierney-councillor-ward-11-beacon-hill-cyrville,https://ottawa.ca/sites/default/files/styles/portrait_sm/public/2024-09/tim_tierney_24_en.jpeg?h=c67f6dbf&itok=6aH5bQYo,https://ottawa.ca/en/city-hall/mayor-and-city-councillors,2026-05-24
aa2dc525-51e5-56ef-8163-77a1f6c6e2c2,district,12,Rideau-Vanier,,Stéphanie,Plante,representative,City Councillor,,,,613-580-2482,stephanie.plante@ottawa.ca,https://ottawa.ca/en/city-hall/mayor-and-city-councillors/stephanie-plante-councillor-ward-12-rideau-vanier,https://ottawa.ca/sites/default/files/styles/portrait_sm/public/2022-11/2022-11-01-Stephanie-Plante-Selection-Confirmed.jpg?h=daa5a392&itok=pNO0EIPs,https://ottawa.ca/en/city-hall/mayor-and-city-councillors,2026-05-24
035caf66-120a-5ece-ac69-ac92db8a9063,district,13,Rideau-Rockcliffe,,Rawlson,King,representative,City Councillor,,,,613-580-2483,rideaurockcliffeward@ottawa.ca,https://ottawa.ca/en/city-hall/mayor-and-city-councillors/rawlson-king-councillor-ward-13-rideau-rockcliffe,https://ottawa.ca/sites/default/files/styles/portrait_sm/public/2022-11/2022-11-01-Rawlson-King-Selection-Confirmed.jpg?h=7ac41a46&itok=IDRI7x76,https://ottawa.ca/en/city-hall/mayor-and-city-councillors,2026-05-24
8525c9df-3b16-5c8c-97e4-0dcbbe596ef2,district,14,Somerset,,Ariel,Troster,representative,City Councillor,,,,613-580-2484,Ariel.Troster@ottawa.ca,https://ottawa.ca/en/city-hall/mayor-and-city-councillors/ariel-troster-councillor-ward-14-somerset,https://ottawa.ca/sites/default/files/styles/portrait_sm/public/2022-11/2022-11-01-Ariel-Troster-Selection%20-%20Confirmed.jpg?h=e01f9c3c&itok=Rh8OtDa2,https://ottawa.ca/en/city-hall/mayor-and-city-councillors,2026-05-24
1c69f9d8-d8a2-5754-915f-a86d5c09fc55,district,15,Kitchissippi,,Jeff,Leiper,representative,City Councillor,,,,613-580-2485,Jeff.Leiper@ottawa.ca,https://ottawa.ca/en/city-hall/mayor-and-city-councillors/jeff-leiper-councillor-and-deputy-mayor-ward-15-kitchissippi,https://ottawa.ca/sites/default/files/styles/portrait_sm/public/2022-11/2022-11-01-Jeff-Leiper-Selection-Confirmed.jpg?h=18ec2dcd&itok=EfVJAdk-,https://ottawa.ca/en/city-hall/mayor-and-city-councillors,2026-05-24
0821c49e-017c-54c4-9bde-bb887676c37b,district,16,River,,Riley,Brockington,representative,City Councillor,,,,613-580-2486,Riley.Brockington@ottawa.ca,https://ottawa.ca/en/city-hall/mayor-and-city-councillors/riley-brockington-councillor-ward-16-river,https://ottawa.ca/sites/default/files/styles/portrait_sm/public/2022-11/2022-11-01-Riley-Brockington-Selection-Confirmed.jpg?h=faea3fef&itok=fuYVAr3N,https://ottawa.ca/en/city-hall/mayor-and-city-councillors,2026-05-24
7d9515c4-234c-5167-9381-e52b0624bd7a,district,17,Capital,,Shawn,Menard,representative,City Councillor,,,,613-580-2487,capitalward@ottawa.ca,https://ottawa.ca/en/city-hall/mayor-and-city-councillors/shawn-menard-councillor-ward-17-capital,https://ottawa.ca/sites/default/files/styles/portrait_sm/public/2022-11/2022-11-01-Shawn-Menard-Selection-Confirmed.jpg?h=dfc21bb3&itok=LTckpNaj,https://ottawa.ca/en/city-hall/mayor-and-city-councillors,2026-05-24
e6f98319-79a3-5dd0-aefc-c68951f23eda,district,18,Alta Vista,,Marty,Carr,representative,City Councillor,,,,613-580-2488,Marty.Carr@ottawa.ca,https://ottawa.ca/en/city-hall/mayor-and-city-councillors/marty-carr-councillor-ward-18-alta-vista,https://ottawa.ca/sites/default/files/styles/portrait_sm/public/2022-11/2022-11-01-Marty-Carr-Selection-Confirmed.jpg?h=6b16a321&itok=s9yvK7xr,https://ottawa.ca/en/city-hall/mayor-and-city-councillors,2026-05-24
65cbd26b-fc86-594d-95a0-f3ed30fe53d2,district,19,Orléans South-Navan,,Catherine,Kitts,representative,City Councillor,,,,613-580-2489,Catherine.Kitts@ottawa.ca,https://ottawa.ca/en/city-hall/mayor-and-city-councillors/catherine-kitts-councillor-ward-19-orleans-south-navan,https://ottawa.ca/sites/default/files/styles/portrait_sm/public/2022-11/2022-11-01-Catherine-Kitts-Selection-Confirmed.jpg?h=68f99baa&itok=flE0PWZm,https://ottawa.ca/en/city-hall/mayor-and-city-councillors,2026-05-24
1caae1d0-c1ff-52f4-a3da-e66eac318107,district,20,Osgoode,,Isabelle,Skalski,representative,City Councillor,,,,613-580-2490,isabelle.skalski@ottawa.ca,https://ottawa.ca/en/city-hall/mayor-and-city-councillors/isabelle-skalski-councillor-ward-20-osgoode,https://ottawa.ca/sites/default/files/styles/portrait_sm/public/2025-06/2025-06-18-Ward-20-Councillor-Isabelle-Skalski-web.jpg?h=13c2c350&itok=TARv1GsX,https://ottawa.ca/en/city-hall/mayor-and-city-councillors,2026-05-24
895e93c3-a456-561b-bb25-892e7bdd9b73,district,21,Rideau-Jock,,David,Brown,representative,City Councillor,,,,613-580-2491,Ward21@ottawa.ca,https://ottawa.ca/en/city-hall/mayor-and-city-councillors/david-brown-councillor-ward-21-rideau-jock,https://ottawa.ca/sites/default/files/styles/portrait_sm/public/2022-11/2022-11-01-David-Brown-Selection-Confirmed.jpg?h=25f6795e&itok=aqNETKwG,https://ottawa.ca/en/city-hall/mayor-and-city-councillors,2026-05-24
d211a6d0-a26a-5973-b5b8-980078b8029e,district,22,Riverside South-Findlay Creek,,Steve,Desroches,representative,City Councillor,,,,613-580-2751,Steve.Desroches@ottawa.ca,https://ottawa.ca/en/city-hall/mayor-and-city-councillors/steve-desroches-councillor-ward-22-riverside-south-findlay-creek,https://ottawa.ca/sites/default/files/styles/portrait_sm/public/2022-11/2022-11-01-Steve-Desroches-Selection-Confirmed.jpg?h=f5bc16b2&itok=F6GnTt_u,https://ottawa.ca/en/city-hall/mayor-and-city-councillors,2026-05-24
f18733b9-cb66-50f6-b0af-d6fd9fea0a77,district,23,Kanata South,,Allan,Hubley,representative,City Councillor,,,,613-580-2752,Allan.Hubley@ottawa.ca,https://ottawa.ca/en/city-hall/mayor-and-city-councillors/allan-hubley-councillor-ward-23-kanata-south,https://ottawa.ca/sites/default/files/styles/portrait_sm/public/2022-11/2022-11-01-Allan-Hubley-Selection-Confirmed.jpg?h=f16d9b3d&itok=nKzETMwt,https://ottawa.ca/en/city-hall/mayor-and-city-councillors,2026-05-24
ceec8f4f-d88a-5b97-8b7e-f297aa8ed509,district,24,Barrhaven East,,Wilson,Lo,representative,City Councillor,,,,613-580-2846,Wilson.Lo@ottawa.ca,https://ottawa.ca/en/city-hall/mayor-and-city-councillors/wilson-lo-councillor-and-deputy-mayor-ward-24-barrhaven-east,https://ottawa.ca/sites/default/files/styles/portrait_sm/public/2022-11/2022-11-01-Wilson-Lo-Selection-Confirmed.jpg?h=634d29ce&itok=MU0008eE,https://ottawa.ca/en/city-hall/mayor-and-city-councillors,2026-05-24
7112fe51-7be4-5531-9c2c-1e634e738a56,jurisdiction,,,,Mark,Sutcliffe,executive,Mayor,,2022-10-24,,613-580-2496,Mark.Sutcliffe@ottawa.ca,https://ottawa.ca/en/city-hall/mayor-and-city-councillors/mark-sutcliffe-mayor,https://ottawa.ca/sites/default/files/styles/portrait_lg/public/2022-11/2022-11-01-Mark-Sutcliffe-Selection-1-Confirmed.jpg?h=fe9152b9&itok=oUCcsvqI,https://ottawa.ca/en/city-hall/mayor-and-city-councillors/mark-sutcliffe-mayor,2026-05-24
